company,trip_id,route_id,origin_port,dest_port,departure_datetime_local,date,dep_time,weekday,month,year,ship_type,capacity_pax,capacity_veh,is_holiday_proxy,sea_bad_proxy,avg_ticket_price,price_index,pax_real,veh_real,occupancy_real_pax,occupancy_real_veh,cancel_rate,no_show_rate,delay_minutes,revenue_real
LevanteFerries,T0000011,DEN-IBZ,Denia,Ibiza,2024-01-02 12:00:00,2024-01-02,12:00,1,1,2024,CONV,1200,320,0,0,44.366306840726324,0.9859179297939183,642,200,0.535,0.625,0.047211199883588635,0.018125718232209608,11,34250.788881040724
LevanteFerries,T0000013,DEN-PMI,Denia,Palma,2024-01-02 12:00:00,2024-01-02,12:00,1,1,2024,CONV,1200,320,0,0,44.48948055204683,0.9886551233788184,445,157,0.37083333333333335,0.490625,0.03465604043407861,0.020162608979269605,0,24337.970335997215
LevanteFerries,T0000018,VAL-IBZ,Valencia,Ibiza,2024-01-02 12:00:00,2024-01-02,12:00,1,1,2024,CONV,1200,320,0,0,46.13147086665741,1.0251437970368313,406,152,0.3383333333333333,0.475,0.08370793699010995,0.017900866032931975,0,23287.166493488658
LevanteFerries,T0000017,DEN-FOR,Denia,Formentera,2024-01-02 12:00:00,2024-01-02,12:00,1,1,2024,FAST,900,220,0,0,54.35681382479298,0.9883057059053268,478,128,0.5311111111111111,0.5818181818181818,0.049527264202216065,0.013444441120308586,0,30505.04391847382
LevanteFerries,T0000019,VAL-IBZ,Valencia,Ibiza,2024-01-02 17:00:00,2024-01-02,17:00,1,1,2024,CONV,1200,320,0,0,45.361410474164174,1.008031343870315,324,93,0.27,0.290625,0.03376964109730472,0.010715322406581343,4,17439.194256792416
LevanteFerries,T0000015,DEN-FOR,Denia,Formentera,2024-01-02 17:00:00,2024-01-02,17:00,1,1,2024,CONV,1200,320,0,0,45.31411288532885,1.0069802863406412,521,163,0.43416666666666665,0.509375,0.06402668336981374,0.01332451060768883,0,28409.683073456923
LevanteFerries,T0000014,DEN-PMI,Denia,Palma,2024-01-02 20:00:00,2024-01-02,20:00,1,1,2024,CONV,1200,320,0,0,43.71747022587071,0.9714993383526825,458,138,0.38166666666666665,0.43125,0.05260462206186094,0.0029087570376535588,9,23944.05844270939
LevanteFerries,T0000010,DEN-IBZ,Denia,Ibiza,2024-01-02 20:00:00,2024-01-02,20:00,1,1,2024,CONV,1200,320,0,0,44.58238217137768,0.9907196038083929,620,202,0.5166666666666667,0.63125,0.030071110884000232,0.012458623074044496,2,33494.74372535605
LevanteFerries,T0000016,DEN-FOR,Denia,Formentera,2024-01-02 20:00:00,2024-01-02,20:00,1,1,2024,FAST,900,220,0,0,57.24265949914672,1.040775627257213,511,173,0.5677777777777778,0.7863636363636364,0.04535306588724264,0.025243120238536934,0,35687.93606474302
LevanteFerries,T0000022,DEN-IBZ,Denia,Ibiza,2024-01-03 08:00:00,2024-01-03,08:00,2,1,2024,CONV,1200,320,0,0,44.78853883816158,0.9953008630702573,548,170,0.45666666666666667,0.53125,0.030178184568559144,0.018122505410374565,2,29493.2528249294
LevanteFerries,T0000025,DEN-FOR,Denia,Formentera,2024-01-03 08:00:00,2024-01-03,08:00,2,1,2024,FAST,900,220,0,0,54.70379329808371,0.994614423601522,533,160,0.5922222222222222,0.7272727272727273,0.06192166438363303,0.0072506802256955835,0,34846.31633087932
LevanteFerries,T0000028,VAL-IBZ,Valencia,Ibiza,2024-01-03 08:00:00,2024-01-03,08:00,2,1,2024,CONV,1200,320,0,0,45.041352515002465,1.0009189447778326,295,87,0.24583333333333332,0.271875,0.03508490358457059,0.02201930477713223,10,15834.287476649115
LevanteFerries,T0000024,DEN-PMI,Denia,Palma,2024-01-03 12:00:00,2024-01-03,12:00,2,1,2024,CONV,1200,320,0,0,45.29616637684121,1.0065814750409157,552,165,0.46,0.515625,0.056594330650898333,0.018001295069231295,18,29861.497683932565
LevanteFerries,T0000020,DEN-IBZ,Denia,Ibiza,2024-01-03 17:00:00,2024-01-03,17:00,2,1,2024,FAST,900,220,0,0,54.91125879114978,0.9983865234754505,608,220,0.6755555555555556,1.0,0.04195411782209329,0.021879176577161402,2,41238.35535215348
LevanteFerries,T0000026,DEN-FOR,Denia,Formentera,2024-01-03 17:00:00,2024-01-03,17:00,2,1,2024,CONV,1200,320,0,0,44.993085479927906,0.9998463439983979,528,162,0.44,0.50625,0.045063618231984,0.024852373029196018,6,28494.121034438343
LevanteFerries,T0000021,DEN-IBZ,Denia,Ibiza,2024-01-03 20:00:00,2024-01-03,20:00,2,1,2024,FAST,900,220,0,0,53.80337699351601,0.9782432180639274,528,200,0.5866666666666667,0.9090909090909091,0.02767919981163421,0.020869424426154415,0,35402.622061733535
LevanteFerries,T0000023,DEN-PMI,Denia,Palma,2024-01-03 20:00:00,2024-01-03,20:00,2,1,2024,CONV,1200,320,0,0,45.232993688924864,1.0051776375316637,406,147,0.3383333333333333,0.459375,0.04239987420360158,0.01416953171723082,8,22686.607984680264
LevanteFerries,T0000027,DEN-FOR,Denia,Formentera,2024-01-03 20:00:00,2024-01-03,20:00,2,1,2024,CONV,1200,320,0,0,44.93423015739434,0.9985384479420965,399,114,0.3325,0.35625,0.02171780409364558,0.008852933431498743,3,21258.38428746326
LevanteFerries,T0000029,VAL-IBZ,Valencia,Ibiza,2024-01-03 20:00:00,2024-01-03,20:00,2,1,2024,CONV,1200,320,0,0,44.79141733301263,0.995364829622503,427,124,0.35583333333333333,0.3875,0.036642117746792505,0.01669747753889855,7,22736.123438237213
LevanteFerries,T0000036,DEN-FOR,Denia,Formentera,2024-01-04 08:00:00,2024-01-04,08:00,3,1,2024,FAST,900,220,0,1,58.45372770973548,1.062795049267918,393,142,0.43666666666666665,0.6454545454545455,0.07578769828834751,0.019658599532136625,3,28367.594057534632
LevanteFerries,T0000032,DEN-IBZ,Denia,Ibiza,2024-01-04 08:00:00,2024-01-04,08:00,3,1,2024,CONV,1200,320,0,1,43.01948891872217,0.9559886426382704,384,145,0.32,0.453125,0.05068866128088954,0.017322500950817523,26,20574.070575378875
LevanteFerries,T0000038,VAL-IBZ,Valencia,Ibiza,2024-01-04 08:00:00,2024-01-04,08:00,3,1,2024,CONV,1200,320,0,1,45.07083017778093,1.0015740039506873,308,93,0.25666666666666665,0.290625,0.06844767597901058,0.0232361583525518,13,16606.347379003382
LevanteFerries,T0000037,DEN-FOR,Denia,Formentera,2024-01-04 12:00:00,2024-01-04,12:00,3,1,2024,CONV,1200,320,0,1,45.64819359457868,1.0144043021017484,474,122,0.395,0.38125,0.08391157722337271,0.028180942367500537,3,25257.145515880384
LevanteFerries,T0000031,DEN-IBZ,Denia,Ibiza,2024-01-04 12:00:00,2024-01-04,12:00,3,1,2024,CONV,1200,320,0,1,42.10115980985282,0.9355813291078404,506,155,0.4216666666666667,0.484375,0.054063783822106554,0.021293924008437486,4,25544.878714628197
LevanteFerries,T0000039,VAL-IBZ,Valencia,Ibiza,2024-01-04 12:00:00,2024-01-04,12:00,3,1,2024,CONV,1200,320,0,1,41.53501110474275,0.9230002467720612,402,122,0.335,0.38125,0.07264768632058671,0.027071957927809698,9,19990.800844712685
LevanteFerries,T0000034,DEN-PMI,Denia,Palma,2024-01-04 17:00:00,2024-01-04,17:00,3,1,2024,CONV,1200,320,0,1,45.58693420052994,1.0130429822339986,484,145,0.4033333333333333,0.453125,0.06799265553225939,0.015375729341410127,10,26360.644701456436
LevanteFerries,T0000030,DEN-IBZ,Denia,Ibiza,2024-01-04 17:00:00,2024-01-04,17:00,3,1,2024,FAST,900,220,0,1,54.52581745344386,0.9913784991535247,514,137,0.5711111111111111,0.6227272727272727,0.0611393947905477,0.02720923502513238,21,32881.79421529932
LevanteFerries,T0000033,DEN-PMI,Denia,Palma,2024-01-04 20:00:00,2024-01-04,20:00,3,1,2024,CONV,1200,320,0,1,44.50286390833616,0.9889525312963591,363,117,0.3025,0.365625,0.09593046466608389,0.018092000451002337,10,19538.98239895499
LevanteFerries,T0000035,DEN-FOR,Denia,Formentera,2024-01-04 20:00:00,2024-01-04,20:00,3,1,2024,FAST,900,220,0,1,55.25645839065297,1.004662879830054,486,157,0.54,0.7136363636363636,0.07079733021366802,0.0250005907516399,6,32493.56035662348
LevanteFerries,T0000052,VAL-IBZ,Valencia,Ibiza,2024-01-05 08:00:00,2024-01-05,08:00,4,1,2024,CONV,1200,320,0,0,46.58125747231766,1.0351390549403925,395,129,0.32916666666666666,0.403125,0.050529304393319055,0.01596769002441077,12,22305.43514061931
LevanteFerries,T0000044,DEN-PMI,Denia,Palma,2024-01-05 08:00:00,2024-01-05,08:00,4,1,2024,CONV,1200,320,0,0,45.525525988252255,1.0116783552944946,489,142,0.4075,0.44375,0.04468014207326866,0.023087184252746872,10,26463.988256971035
LevanteFerries,T0000041,DEN-IBZ,Denia,Ibiza,2024-01-05 08:00:00,2024-01-05,08:00,4,1,2024,FAST,900,220,0,0,60.7713665665857,1.1049339375742855,630,205,0.7,0.9318181818181818,0.05241982265195588,0.01292400332525704,6,46383.74553194654
LevanteFerries,T0000050,DEN-FOR,Denia,Formentera,2024-01-05 08:00:00,2024-01-05,08:00,4,1,2024,CONV,1200,320,0,0,49.52403055745055,1.10053401238779,416,124,0.3466666666666667,0.3875,0.0416182066651455,0.02416685479402369,0,24593.633574829943
LevanteFerries,T0000043,DEN-IBZ,Denia,Ibiza,2024-01-05 12:00:00,2024-01-05,12:00,4,1,2024,CONV,1200,320,0,0,45.021632937611535,1.000480731946923,759,235,0.6325,0.734375,0.022419892111077762,0.011372041103436077,18,41048.47383086732
LevanteFerries,T0000051,VAL-IBZ,Valencia,Ibiza,2024-01-05 12:00:00,2024-01-05,12:00,4,1,2024,CONV,1200,320,0,0,47.87318488902909,1.0638485530895354,417,137,0.3475,0.428125,0.04414411268992831,0.005110638812753435,0,24226.225213093174
LevanteFerries,T0000048,DEN-FOR,Denia,Formentera,2024-01-05 12:00:00,2024-01-05,12:00,4,1,2024,CONV,1200,320,0,0,47.072799699522,1.0460622155449333,542,194,0.45166666666666666,0.60625,0.02884617656781154,0.009244249878967757,7,31449.33747925065
LevanteFerries,T0000049,DEN-FOR,Denia,Formentera,2024-01-05 17:00:00,2024-01-05,17:00,4,1,2024,FAST,900,220,0,0,60.05242422293208,1.0918622585987652,631,214,0.7011111111111111,0.9727272727272728,0.05262730100335093,0.01887881550926865,24,46246.371894079995
LevanteFerries,T0000045,DEN-PMI,Denia,Palma,2024-01-05 17:00:00,2024-01-05,17:00,4,1,2024,CONV,1200,320,0,0,47.681439838400394,1.059587551964453,453,142,0.3775,0.44375,0.0462083542805904,0.02631346777155845,0,26000.689143879732
LevanteFerries,T0000040,DEN-IBZ,Denia,Ibiza,2024-01-05 17:00:00,2024-01-05,17:00,4,1,2024,FAST,900,220,0,0,55.92585333020541,1.0168336969128258,734,220,0.8155555555555556,1.0,0.059500668920484376,0.01907858669391395,19,49046.97337059015
LevanteFerries,T0000053,VAL-IBZ,Valencia,Ibiza,2024-01-05 20:00:00,2024-01-05,20:00,4,1,2024,CONV,1200,320,0,0,48.00136672019007,1.066697038226446,443,128,0.36916666666666664,0.4,0.037305828792528126,0.0163774326765987,12,25258.319168164016
LevanteFerries,T0000046,DEN-PMI,Denia,Palma,2024-01-05 20:00:00,2024-01-05,20:00,4,1,2024,CONV,1200,320,0,0,48.08760971255958,1.0686135491679907,504,132,0.42,0.4125,0.062139235720802634,0.017578496288904608,12,28362.07220846764
LevanteFerries,T0000042,DEN-IBZ,Denia,Ibiza,2024-01-05 20:00:00,2024-01-05,20:00,4,1,2024,FAST,900,220,0,0,55.70858897295349,1.0128834358718817,741,220,0.8233333333333334,1.0,0.03714023413742261,0.023198729654271236,12,49246.392652090886
LevanteFerries,T0000047,DEN-FOR,Denia,Formentera,2024-01-05 20:00:00,2024-01-05,20:00,4,1,2024,CONV,1200,320,0,0,47.633211541681845,1.0585158120373743,591,168,0.4925,0.525,0.03778706979639471,0.013932342272833487,9,33352.77472148563
LevanteFerries,T0000061,DEN-FOR,Denia,Formentera,2024-01-06 08:00:00,2024-01-06,08:00,5,1,2024,CONV,1200,320,1,0,48.83282170062072,1.0851738155693493,733,192,0.6108333333333333,0.6,0.01,0.007178311209072745,2,41888.794454792456
LevanteFerries,T0000067,VAL-IBZ,Valencia,Ibiza,2024-01-06 08:00:00,2024-01-06,08:00,5,1,2024,CONV,1200,320,1,0,49.00394497547794,1.088976555010621,580,154,0.48333333333333334,0.48125,0.01,0.011195531444471558,25,33327.58297782255
LevanteFerries,T0000057,DEN-IBZ,Denia,Ibiza,2024-01-06 08:00:00,2024-01-06,08:00,5,1,2024,CONV,1200,320,1,0,48.52153070421885,1.07825623787153,858,280,0.715,0.875,0.0380337002396841,0.002183659219067286,13,50462.391932387596
LevanteFerries,T0000060,DEN-PMI,Denia,Palma,2024-01-06 08:00:00,2024-01-06,08:00,5,1,2024,CONV,1200,320,1,0,50.60905321959926,1.1246456271022058,648,242,0.54,0.75625,0.07115470793580629,0.015485667945929451,7,40755.47055774329
LevanteFerries,T0000065,VAL-IBZ,Valencia,Ibiza,2024-01-06 12:00:00,2024-01-06,12:00,5,1,2024,CONV,1200,320,1,0,51.7156979885302,1.149237733078449,653,211,0.5441666666666667,0.659375,0.035706268996664625,0.01817775905516087,3,40863.15876563714
LevanteFerries,T0000063,DEN-FOR,Denia,Formentera,2024-01-06 12:00:00,2024-01-06,12:00,5,1,2024,CONV,1200,320,1,0,49.575247165040075,1.1016721592231127,872,301,0.7266666666666667,0.940625,0.02287092660786394,0.015044373436535878,26,52929.01263575504
LevanteFerries,T0000054,DEN-IBZ,Denia,Ibiza,2024-01-06 12:00:00,2024-01-06,12:00,5,1,2024,FAST,900,220,1,0,58.83409339310711,1.069710788965584,766,204,0.8511111111111112,0.9272727272727272,0.01,0.010252148918913762,11,52868.31632304605
LevanteFerries,T0000058,DEN-PMI,Denia,Palma,2024-01-06 17:00:00,2024-01-06,17:00,5,1,2024,CONV,1200,320,1,0,50.72792678166615,1.1272872618148033,742,227,0.6183333333333333,0.709375,0.04492993003423722,0.017533452977501904,16,45125.02726863112
LevanteFerries,T0000064,DEN-FOR,Denia,Formentera,2024-01-06 17:00:00,2024-01-06,17:00,5,1,2024,FAST,900,220,1,0,61.383072231206185,1.1160558587492033,900,220,1.0,1.0,0.03914825208410963,0.013807146931850568,0,64022.54433714805
LevanteFerries,T0000055,DEN-IBZ,Denia,Ibiza,2024-01-06 17:00:00,2024-01-06,17:00,5,1,2024,CONV,1200,320,1,0,51.7216037496828,1.1493689722151734,1010,320,0.8416666666666667,1.0,0.038962930979107906,0.02447510122698578,6,62996.91336711365
LevanteFerries,T0000062,DEN-FOR,Denia,Formentera,2024-01-06 20:00:00,2024-01-06,20:00,5,1,2024,FAST,900,220,1,0,63.24610152416626,1.1499291186212046,900,220,1.0,1.0,0.04521562678676436,0.012150452345547723,3,65965.68388970541
LevanteFerries,T0000056,DEN-IBZ,Denia,Ibiza,2024-01-06 20:00:00,2024-01-06,20:00,5,1,2024,CONV,1200,320,1,0,47.860419863045436,1.063564885845454,859,244,0.7158333333333333,0.7625,0.03462974967888356,0.02062509513565021,19,48702.763252635035
LevanteFerries,T0000066,VAL-IBZ,Valencia,Ibiza,2024-01-06 20:00:00,2024-01-06,20:00,5,1,2024,CONV,1200,320,1,0,47.33322078816257,1.051849350848057,646,195,0.5383333333333333,0.609375,0.010137820073140034,0.0045345741884095635,16,36576.746364052626
LevanteFerries,T0000059,DEN-PMI,Denia,Palma,2024-01-06 20:00:00,2024-01-06,20:00,5,1,2024,CONV,1200,320,1,0,47.86594728729845,1.063687717495521,706,244,0.5883333333333334,0.7625,0.03502767741854118,0.022802147112041638,9,41384.89802459824
LevanteFerries,T0000075,DEN-FOR,Denia,Formentera,2024-01-07 08:00:00,2024-01-07,08:00,6,1,2024,FAST,900,220,0,0,59.03103245476139,1.0732914991774798,594,182,0.66,0.8272727272727273,0.03020625783002932,0.018838995445808596,7,42047.80441752654
LevanteFerries,T0000080,VAL-IBZ,Valencia,Ibiza,2024-01-07 08:00:00,2024-01-07,08:00,6,1,2024,CONV,1200,320,0,0,47.9805942461119,1.0662354276913755,336,99,0.28,0.309375,0.05911670825411859,0.010606887244941562,0,19209.0309064309
LevanteFerries,T0000070,DEN-IBZ,Denia,Ibiza,2024-01-07 08:00:00,2024-01-07,08:00,6,1,2024,FAST,900,220,0,0,57.977799177615445,1.0541418032293717,727,220,0.8077777777777778,1.0,0.06347077032504857,0.0124676066578908,0,50440.68528452544
LevanteFerries,T0000074,DEN-PMI,Denia,Palma,2024-01-07 08:00:00,2024-01-07,08:00,6,1,2024,CONV,1200,320,0,0,46.81470953801074,1.0403268786224609,504,145,0.42,0.453125,0.02451605994133245,0.006288697486792472,0,28006.899981114922
LevanteFerries,T0000069,DEN-IBZ,Denia,Ibiza,2024-01-07 12:00:00,2024-01-07,12:00,6,1,2024,CONV,1200,320,0,0,45.87481305589412,1.0194402901309805,858,244,0.715,0.7625,0.06003676504480349,0.013660592093134577,17,46636.33495262197
LevanteFerries,T0000079,VAL-IBZ,Valencia,Ibiza,2024-01-07 12:00:00,2024-01-07,12:00,6,1,2024,CONV,1200,320,0,0,45.43408439929603,1.0096463199843564,398,119,0.33166666666666667,0.371875,0.032191173807168835,0.02068820901427551,7,21597.09201920537
LevanteFerries,T0000072,DEN-PMI,Denia,Palma,2024-01-07 12:00:00,2024-01-07,12:00,6,1,2024,CONV,1200,320,0,0,46.99594625842497,1.0443543612983328,603,183,0.5025,0.571875,0.03761222692929909,0.016423717684339603,0,33928.723401269905
LevanteFerries,T0000076,DEN-FOR,Denia,Formentera,2024-01-07 12:00:00,2024-01-07,12:00,6,1,2024,FAST,900,220,0,0,58.20397704441886,1.058254128080343,628,178,0.6977777777777778,0.8090909090909091,0.042847650892561644,0.0048162426031954746,16,43286.29772793431
LevanteFerries,T0000077,DEN-FOR,Denia,Formentera,2024-01-07 17:00:00,2024-01-07,17:00,6,1,2024,FAST,900,220,0,0,58.379684640306195,1.0614488116419307,644,152,0.7155555555555555,0.6909090909090909,0.022654785096020008,0.01294354755893509,0,43364.42975081944
LevanteFerries,T0000073,DEN-PMI,Denia,Palma,2024-01-07 17:00:00,2024-01-07,17:00,6,1,2024,CONV,1200,320,0,0,48.18932901302142,1.0708739780671428,657,213,0.5475,0.665625,0.04834800164126895,0.017074926005660615,22,38332.201763407895
LevanteFerries,T0000071,DEN-IBZ,Denia,Ibiza,2024-01-07 17:00:00,2024-01-07,17:00,6,1,2024,CONV,1200,320,0,0,45.030536515184124,1.000678589226314,808,268,0.6733333333333333,0.8375,0.031918430235733854,0.02303468862513494,0,44228.992965213845
LevanteFerries,T0000078,DEN-FOR,Denia,Formentera,2024-01-07 20:00:00,2024-01-07,20:00,6,1,2024,FAST,900,220,0,0,55.71151499858873,1.012936636337977,728,208,0.8088888888888889,0.9454545454545454,0.043531725524648957,0.026277813039497347,0,48090.179746781796
LevanteFerries,T0000068,DEN-IBZ,Denia,Ibiza,2024-01-07 20:00:00,2024-01-07,20:00,6,1,2024,FAST,900,220,0,0,57.60083062072003,1.0472878294676369,709,220,0.7877777777777778,1.0,0.04516967839354079,0.01967828212675598,0,49075.90768885347
LevanteFerries,T0000081,VAL-IBZ,Valencia,Ibiza,2024-01-07 20:00:00,2024-01-07,20:00,6,1,2024,CONV,1200,320,0,0,48.33144828871261,1.0740321841936136,476,155,0.39666666666666667,0.484375,0.014716040239227877,0.01876624107949776,0,27875.162800514998
LevanteFerries,T0000089,DEN-FOR,Denia,Formentera,2024-01-08 08:00:00,2024-01-08,08:00,0,1,2024,CONV,1200,320,0,0,41.53759513854223,0.9230576697453828,435,146,0.3625,0.45625,0.0440855463291136,0.01000287623174461,0,22010.77166391353
LevanteFerries,T0000084,DEN-IBZ,Denia,Ibiza,2024-01-08 08:00:00,2024-01-08,08:00,0,1,2024,FAST,900,220,0,0,54.3313057120086,0.98784192203652,663,167,0.7366666666666667,0.759090909090909,0.035342740357060844,0.012996439351115316,4,41919.31892210023
LevanteFerries,T0000091,VAL-IBZ,Valencia,Ibiza,2024-01-08 12:00:00,2024-01-08,12:00,0,1,2024,CONV,1200,320,0,0,46.68982876156301,1.0375517502569558,417,123,0.3475,0.384375,0.033468887905840565,0.011646277803616139,12,23202.510403058735
LevanteFerries,T0000087,DEN-FOR,Denia,Formentera,2024-01-08 12:00:00,2024-01-08,12:00,0,1,2024,FAST,900,220,0,0,55.52701043525552,1.0095820079137368,556,158,0.6177777777777778,0.7181818181818181,0.042660941719554105,0.023487631857821205,3,36575.64177370281
LevanteFerries,T0000082,DEN-IBZ,Denia,Ibiza,2024-01-08 12:00:00,2024-01-08,12:00,0,1,2024,CONV,1200,320,0,0,44.171131318119585,0.981580695958213,627,224,0.5225,0.7,0.03339021367645387,0.015224753717796542,8,34126.61605637919
LevanteFerries,T0000086,DEN-PMI,Denia,Palma,2024-01-08 17:00:00,2024-01-08,17:00,0,1,2024,CONV,1200,320,0,0,44.808295660549845,0.9957399035677743,494,163,0.4116666666666667,0.509375,0.01403992591739173,0.016150734920841115,2,26882.73698154688
LevanteFerries,T0000083,DEN-IBZ,Denia,Ibiza,2024-01-08 17:00:00,2024-01-08,17:00,0,1,2024,CONV,1200,320,0,0,44.27983933132762,0.9839964295850583,670,200,0.5583333333333333,0.625,0.06043963959705012,0.007715897632412968,0,35423.8714650621
LevanteFerries,T0000088,DEN-FOR,Denia,Formentera,2024-01-08 20:00:00,2024-01-08,20:00,0,1,2024,CONV,1200,320,0,0,43.78172882203011,0.9729273071562247,503,151,0.4191666666666667,0.471875,0.03877618345472319,0.003060434487891379,0,26319.3862813634
LevanteFerries,T0000090,VAL-IBZ,Valencia,Ibiza,2024-01-08 20:00:00,2024-01-08,20:00,0,1,2024,CONV,1200,320,0,0,48.2165130816235,1.0714780684805223,386,125,0.32166666666666666,0.390625,0.045815547118930225,0.013831504489240044,12,22529.165737388583
LevanteFerries,T0000085,DEN-PMI,Denia,Palma,2024-01-08 20:00:00,2024-01-08,20:00,0,1,2024,CONV,1200,320,0,0,45.70808495663622,1.0157352212585826,492,131,0.41,0.409375,0.050487950975423315,0.029368794873621235,7,26380.421232722594
LevanteFerries,T0000092,DEN-IBZ,Denia,Ibiza,2024-01-09 08:00:00,2024-01-09,08:00,1,1,2024,FAST,900,220,0,1,51.28456747047857,0.9324466812814286,512,147,0.5688888888888889,0.6681818181818182,0.058263754990578315,0.01,4,31157.938966689257
LevanteFerries,T0000099,DEN-FOR,Denia,Formentera,2024-01-09 08:00:00,2024-01-09,08:00,1,1,2024,FAST,900,220,0,1,55.16340745466188,1.002971044630216,325,111,0.3611111111111111,0.5045454545454545,0.09696391783651472,0.028614083004710154,9,21908.147270618967
LevanteFerries,T0000095,DEN-PMI,Denia,Palma,2024-01-09 12:00:00,2024-01-09,12:00,1,1,2024,CONV,1200,320,0,1,44.71556848060974,0.9936792995691053,430,118,0.35833333333333334,0.36875,0.046547830781969675,0.029800243246922632,9,22657.37854912496
LevanteFerries,T0000093,DEN-IBZ,Denia,Ibiza,2024-01-09 12:00:00,2024-01-09,12:00,1,1,2024,FAST,900,220,0,1,56.83639372123943,1.033388976749808,525,160,0.5833333333333334,0.7272727272727273,0.054537794195932694,0.024601318211505296,20,35750.091650659604
LevanteFerries,T0000100,VAL-IBZ,Valencia,Ibiza,2024-01-09 17:00:00,2024-01-09,17:00,1,1,2024,CONV,1200,320,0,1,44.595992649754905,0.9910220588834423,364,102,0.30333333333333334,0.31875,0.10073133476294929,0.03749617881450492,21,19189.655637189535
LevanteFerries,T0000097,DEN-FOR,Denia,Formentera,2024-01-09 17:00:00,2024-01-09,17:00,1,1,2024,FAST,900,220,0,1,55.738892632592474,1.0134344115016813,429,135,0.4766666666666667,0.6136363636363636,0.0782310822829619,0.023686303063500835,14,28803.07276789216
LevanteFerries,T0000098,DEN-FOR,Denia,Formentera,2024-01-09 20:00:00,2024-01-09,20:00,1,1,2024,FAST,900,220,0,1,56.33156366520838,1.0242102484583342,475,124,0.5277777777777778,0.5636363636363636,0.04,0.03201221778356055,21,31297.816772389775
LevanteFerries,T0000096,DEN-PMI,Denia,Palma,2024-01-09 20:00:00,2024-01-09,20:00,1,1,2024,CONV,1200,320,0,1,44.8701584351535,0.9971146318923,368,128,0.30666666666666664,0.4,0.04,0.014523529170676714,4,20245.41548594126
