company,trip_id,route_id,origin_port,dest_port,departure_datetime_local,date,dep_time,weekday,month,year,ship_type,capacity_pax,capacity_veh,is_holiday_proxy,sea_bad_proxy,avg_ticket_price,price_index,pax_real,veh_real,occupancy_real_pax,occupancy_real_veh,cancel_rate,no_show_rate,delay_minutes,revenue_real,pax_lag_1w,pax_lag_2w,veh_lag_1w,veh_lag_2w,pax_roll_mean_20,pax_roll_std_20,veh_roll_mean_20,veh_roll_std_20,delay_roll_mean_20,occ_pax_roll_mean_20,dep_key,date_ly,pax_ly_slot,roll_20_ly,trend_factor,pax_pred_baseline,pax_pred_ml,occ_pred_ml,flag,action,abs_error_baseline,abs_error_ml
LevanteFerries,T0006701,DEN-FOR,Denia,Formentera,2025-07-07 12:00:00,2025-07-07,12:00,0,7,2025,FAST,900,220,0,0,60.74023807044127,1.104367964917114,822,220,0.9133333333333333,1.0,0.059784991128253015,0.011228651340179944,0,58614.32973797583,900.0,764.0,220.0,220.0,858.3,85.02327854615133,236.2,37.41460452255202,7.1,0.9536666666666667,DEN-FOR|0|12:00,2024-07-08,762.0,850.65,1.008993122906013,768.8527596543819,814.231201171875,0.9047013346354167,ÁMBAR,Monitorizar curva D-14/D-7 y microajustes precio/comunicación,53.147240345618115,7.768798828125
LevanteFerries,T0006702,DEN-FOR,Denia,Formentera,2025-07-07 17:00:00,2025-07-07,17:00,0,7,2025,FAST,900,220,0,0,62.34162832944446,1.1334841514444447,900,220,1.0,1.0,0.03049234881270843,0.014691399062494248,0,65022.31834761058,826.0,862.0,300.0,220.0,855.55,85.27569839550836,232.65,35.24691102553706,7.1,0.9506111111111111,DEN-FOR|0|17:00,2024-07-08,900.0,854.05,1.0017563374509688,900.0,804.0978393554688,0.8934420437282986,ÁMBAR,Monitorizar curva D-14/D-7 y microajustes precio/comunicación,0.0,95.90216064453125
LevanteFerries,T0006700,DEN-FOR,Denia,Formentera,2025-07-07 20:00:00,2025-07-07,20:00,0,7,2025,FAST,900,220,0,0,59.549779170351115,1.0827232576427475,825,220,0.9166666666666666,1.0,0.02687410008762286,0.025804853372117506,14,57644.18623689988,817.0,834.0,220.0,211.0,857.65,85.8543901951966,232.65,35.24691102553706,6.85,0.9529444444444444,DEN-FOR|0|20:00,2024-07-08,753.0,859.2,0.9981959962756052,751.6415851955308,822.0479125976562,0.9133865695529514,ÁMBAR,Monitorizar curva D-14/D-7 y microajustes precio/comunicación,73.35841480446925,2.95208740234375
LevanteFerries,T0006715,DEN-FOR,Denia,Formentera,2025-07-08 08:00:00,2025-07-08,08:00,1,7,2025,CONV,1200,320,0,0,50.09176037825133,1.1131502306278074,854,303,0.7116666666666667,0.946875,0.06093213940804588,0.020387760354558547,0,52643.93556952324,900.0,926.0,220.0,320.0,855.5,86.11956193204901,232.65,35.24691102553706,6.9,0.7129166666666666,DEN-FOR|1|08:00,2024-07-09,772.0,861.75,0.9927473165071077,766.4009283434872,839.4920043945312,0.699576670328776,NORMAL,Monitor estándar,87.59907165651282,14.50799560546875
LevanteFerries,T0006714,DEN-FOR,Denia,Formentera,2025-07-08 12:00:00,2025-07-08,12:00,1,7,2025,FAST,900,220,0,0,61.6897454660416,1.121631735746211,784,214,0.8711111111111111,0.9727272727272728,0.04168171506471621,0.0126213707169343,4,56945.804039703005,900.0,1072.0,220.0,320.0,862.25,79.92554100700691,237.7,37.76952266186703,6.25,0.9580555555555555,DEN-FOR|1|12:00,2024-07-09,900.0,861.6,1.0007544103992572,900.0,797.1262817382812,0.8856958685980902,ÁMBAR,Monitorizar curva D-14/D-7 y microajustes precio/comunicación,116.0,13.12628173828125
LevanteFerries,T0006716,DEN-FOR,Denia,Formentera,2025-07-08 17:00:00,2025-07-08,17:00,1,7,2025,CONV,1200,320,0,0,53.75252471706267,1.1945005492680594,771,217,0.6425,0.678125,0.017541340023763195,0.0,0,49024.99016819701,900.0,900.0,220.0,220.0,859.45,81.70709883479888,237.4,37.94095135172163,6.1,0.7162083333333333,DEN-FOR|1|17:00,2024-07-09,975.0,856.3,1.0036786173070187,978.5866518743433,832.7023315429688,0.6939186096191406,NORMAL,Monitor estándar,207.58665187434326,61.70233154296875
LevanteFerries,T0006713,DEN-FOR,Denia,Formentera,2025-07-08 20:00:00,2025-07-08,20:00,1,7,2025,FAST,900,220,0,0,60.817916253576804,1.1057802955195783,867,220,0.9633333333333334,1.0,0.03853365326790831,0.0007107197263649997,9,61426.09541611257,648.0,900.0,220.0,220.0,855.25,84.0725720340508,237.25,38.019212594631846,5.5,0.9502777777777778,DEN-FOR|1|20:00,2024-07-09,958.0,862.6,0.9914792487827498,900.0,828.4060668945312,0.920451185438368,ROJO,Evaluar refuerzo/cambio buque + ajustar inventario/precio,33.0,38.59393310546875
LevanteFerries,T0006727,DEN-FOR,Denia,Formentera,2025-07-09 08:00:00,2025-07-09,08:00,2,7,2025,FAST,900,220,0,0,61.01052994001491,1.1092823625457258,739,192,0.8211111111111111,0.8727272727272727,0.04250046890460999,0.01246561931192429,0,52700.89576218488,822.0,900.0,220.0,220.0,860.4,81.29763381032369,237.25,38.019212594631846,5.55,0.956,DEN-FOR|2|08:00,2024-07-10,667.0,876.25,0.9819115549215406,654.9350071326676,791.8629760742188,0.8798477511935764,ÁMBAR,Monitorizar curva D-14/D-7 y microajustes precio/comunicación,84.06499286733242,52.86297607421875
LevanteFerries,T0006730,DEN-FOR,Denia,Formentera,2025-07-09 12:00:00,2025-07-09,12:00,2,7,2025,FAST,900,220,0,0,61.55543590865703,1.1191897437937641,853,220,0.9477777777777778,1.0,0.03902117812364556,0.014689545866891886,7,61309.21416502241,900.0,826.0,220.0,300.0,854.25,85.70320573749747,235.85,39.185490064295095,5.35,0.9491666666666667,DEN-FOR|2|12:00,2024-07-10,871.0,871.65,0.9800378592324901,853.6129753914988,810.1200561523438,0.9001333957248264,ÁMBAR,Monitorizar curva D-14/D-7 y microajustes precio/comunicación,0.6129753914988214,42.87994384765625
LevanteFerries,T0006728,DEN-FOR,Denia,Formentera,2025-07-09 17:00:00,2025-07-09,17:00,2,7,2025,FAST,900,220,0,0,61.96765162713438,1.1266845750388068,900,220,1.0,1.0,0.026543527282229237,0.005482600023445914,0,64632.26064710115,825.0,817.0,220.0,220.0,855.2,85.57213023925381,236.3,38.93597984275999,5.15,0.9502222222222223,DEN-FOR|2|17:00,2024-07-10,808.0,875.85,0.9764229034652052,788.9497059998859,810.89453125,0.9009939236111111,ÁMBAR,Monitorizar curva D-14/D-7 y microajustes precio/comunicación,111.05029400011415,89.10546875
LevanteFerries,T0006729,DEN-FOR,Denia,Formentera,2025-07-09 20:00:00,2025-07-09,20:00,2,7,2025,FAST,900,220,0,0,59.31778005089194,1.078505091834399,805,220,0.8944444444444445,1.0,0.045767351598464304,0.0,6,56233.25548824556,854.0,900.0,303.0,220.0,853.9,84.63226957036653,231.3,33.689136153022105,5.0,0.9487777777777777,DEN-FOR|2|20:00,2024-07-10,857.0,877.75,0.9728282540586727,833.7138137282825,784.5148315429688,0.8716831461588541,ÁMBAR,Monitorizar curva D-14/D-7 y microajustes precio/comunicación,28.713813728282503,20.48516845703125
LevanteFerries,T0006744,DEN-FOR,Denia,Formentera,2025-07-10 08:00:00,2025-07-10,08:00,3,7,2025,CONV,1200,320,0,0,48.668631312859034,1.0815251402857564,766,216,0.6383333333333333,0.675,0.051322384020971404,0.016325043703487016,1,44113.24742197543,784.0,900.0,214.0,220.0,840.55,67.80348927521642,226.3,26.48157254036364,4.2,0.7004583333333333,DEN-FOR|3|08:00,2024-07-11,715.0,874.85,0.9607932788478024,686.9671943761787,802.5513916015625,0.6687928263346354,NORMAL,Monitor estándar,79.03280562382133,36.5513916015625
LevanteFerries,T0006742,DEN-FOR,Denia,Formentera,2025-07-10 12:00:00,2025-07-10,12:00,3,7,2025,CONV,1200,320,0,0,48.687270827209865,1.0819393517157747,826,263,0.6883333333333334,0.821875,0.023278506078742784,0.023466393708400014,9,48538.774651186875,771.0,900.0,217.0,220.0,833.85,68.23895707847215,226.1,26.54668182258357,4.25,0.694875,DEN-FOR|3|12:00,2024-07-11,900.0,865.6,0.9633202402957486,866.9882162661737,797.3558349609375,0.6644631958007813,NORMAL,Monitor estándar,40.98821626617371,28.6441650390625
LevanteFerries,T0006743,DEN-FOR,Denia,Formentera,2025-07-10 17:00:00,2025-07-10,17:00,3,7,2025,CONV,1200,320,0,0,49.05100411225407,1.090022313605646,889,229,0.7408333333333333,0.715625,0.02513985113694205,0.013739489677835195,3,50907.58461790288,867.0,648.0,220.0,220.0,830.15,66.44608023764118,228.25,27.741048817117587,4.45,0.6917916666666667,DEN-FOR|3|17:00,2024-07-11,865.0,850.6,0.9759581471902186,844.203797319539,785.5006103515625,0.6545838419596354,NORMAL,Monitor estándar,44.796202680460965,103.4993896484375
LevanteFerries,T0006741,DEN-FOR,Denia,Formentera,2025-07-10 20:00:00,2025-07-10,20:00,3,7,2025,FAST,900,220,0,0,58.030769867018925,1.0551049066730713,586,220,0.6511111111111111,1.0,0.04492220841261321,0.025245810841453296,0,42304.43123305679,739.0,822.0,192.0,220.0,829.6,65.88059374033168,228.7,27.673091623452866,4.25,0.9217777777777778,DEN-FOR|3|20:00,2024-07-11,757.0,848.85,0.9773222595275962,739.8329504623904,738.2379760742188,0.8202644178602431,ÁMBAR,Monitorizar curva D-14/D-7 y microajustes precio/comunicación,153.8329504623904,152.23797607421875
LevanteFerries,T0006758,DEN-FOR,Denia,Formentera,2025-07-11 08:00:00,2025-07-11,08:00,4,7,2025,FAST,900,220,1,0,66.38746095322202,1.2070447446040367,900,220,1.0,1.0,0.0432669401211307,0.019558427325479626,0,69242.12177421057,853.0,900.0,220.0,220.0,817.6,85.50555537507324,224.7,22.03131742244288,4.0,0.9084444444444445,DEN-FOR|4|08:00,2024-07-12,813.0,841.7,0.9713674705952239,789.721753593917,883.1917114257812,0.9813241238064236,ROJO,Evaluar refuerzo/cambio buque + ajustar inventario/precio,110.27824640608299,16.80828857421875
LevanteFerries,T0006756,DEN-FOR,Denia,Formentera,2025-07-11 12:00:00,2025-07-11,12:00,4,7,2025,FAST,900,220,1,0,66.97154511342096,1.2176644566076538,900,220,1.0,1.0,0.010409573660763366,0.014314552384747724,0,69851.32155329807,900.0,825.0,220.0,220.0,821.75,87.46661017060481,224.7,22.03131742244288,3.4,0.9130555555555555,DEN-FOR|4|12:00,2024-07-12,1002.0,837.35,0.9813697975756852,900.0,884.8944091796875,0.9832160101996528,ROJO,Evaluar refuerzo/cambio buque + ajustar inventario/precio,0.0,15.1055908203125
LevanteFerries,T0006759,DEN-FOR,Denia,Formentera,2025-07-11 17:00:00,2025-07-11,17:00,4,7,2025,CONV,1200,320,1,0,57.06804789875327,1.268178842194517,1200,320,1.0,1.0,0.052433873170367684,0.029140927519273305,13,80351.8114414446,805.0,854.0,220.0,303.0,821.75,87.46661017060481,224.7,22.03131742244288,3.25,0.6847916666666667,DEN-FOR|4|17:00,2024-07-12,900.0,838.8,0.9796733428707678,881.706008583691,967.8359985351562,0.8065299987792969,ÁMBAR,Monitorizar curva D-14/D-7 y microajustes precio/comunicación,318.29399141630904,232.16400146484375
LevanteFerries,T0006757,DEN-FOR,Denia,Formentera,2025-07-11 20:00:00,2025-07-11,20:00,4,7,2025,CONV,1200,320,1,0,54.5522576142073,1.212272391426829,1133,320,0.9441666666666667,1.0,0.04521433876011619,0.0,15,73154.57746065198,766.0,784.0,216.0,214.0,836.75,120.91923141632786,229.7,30.592568757100352,3.85,0.6972916666666666,DEN-FOR|4|20:00,2024-07-12,900.0,838.8,0.9975560324272771,897.8004291845493,981.9295043945312,0.8182745869954428,ÁMBAR,Monitorizar curva D-14/D-7 y microajustes precio/comunicación,235.19957081545067,151.07049560546875
LevanteFerries,T0006773,DEN-FOR,Denia,Formentera,2025-07-12 08:00:00,2025-07-12,08:00,5,7,2025,FAST,900,220,0,0,63.90924687558733,1.1619863068288605,900,220,1.0,1.0,0.03143191961228751,0.004107270397737027,3,66657.34449123759,826.0,771.0,263.0,217.0,848.4,137.43070981407186,234.7,36.52122670447998,4.3,0.9426666666666667,DEN-FOR|5|08:00,2024-07-13,900.0,836.55,1.0141653218576296,900.0,900.0,1.0,ROJO,Evaluar refuerzo/cambio buque + ajustar inventario/precio,0.0,0.0
LevanteFerries,T0006774,DEN-FOR,Denia,Formentera,2025-07-12 12:00:00,2025-07-12,12:00,5,7,2025,CONV,1200,320,0,0,51.974324640085534,1.1549849920019009,1200,320,1.0,1.0,0.05446972080751434,0.009682893382388797,7,73179.84909324044,889.0,867.0,229.0,220.0,861.0,129.40837034670153,234.7,36.52122670447998,4.2,0.7175,DEN-FOR|5|12:00,2024-07-13,900.0,848.75,1.0144329896907216,912.9896907216495,968.9727783203125,0.8074773152669271,ÁMBAR,Monitorizar curva D-14/D-7 y microajustes precio/comunicación,287.0103092783505,231.0272216796875
