company,trip_id,route_id,origin_port,dest_port,departure_datetime_local,date,dep_time,weekday,month,year,ship_type,capacity_pax,capacity_veh,is_holiday_proxy,sea_bad_proxy,avg_ticket_price,price_index,pax_real,veh_real,occupancy_real_pax,occupancy_real_veh,cancel_rate,no_show_rate,delay_minutes,revenue_real,pax_lag_1w,pax_lag_2w,veh_lag_1w,veh_lag_2w,pax_roll_mean_20,pax_roll_std_20,veh_roll_mean_20,veh_roll_std_20,delay_roll_mean_20,occ_pax_roll_mean_20
LevanteFerries,T0000107,DEN-FOR,Denia,Formentera,2024-01-10 12:00:00,2024-01-10,12:00,2,1,2024,CONV,1200,320,0,0,46.484972527961816,1.0329993895102625,592,182,0.49333333333333335,0.56875,0.02133691181708696,0.012766253820923714,7,33018.275986611276,435.0,872.0,146.0,301.0,590.8,166.86319640888308,173.1,45.295404669905835,7.45,0.4923333333333333
LevanteFerries,T0000109,DEN-FOR,Denia,Formentera,2024-01-10 17:00:00,2024-01-10,17:00,2,1,2024,CONV,1200,320,0,0,43.46177084852638,0.9658171299672529,567,168,0.4725,0.525,0.06156665409874694,0.006865443410859989,0,29388.849447773537,556.0,900.0,158.0,220.0,596.1,165.03266024447538,174.35,45.17250561080154,7.5,0.49675
LevanteFerries,T0000117,DEN-FOR,Denia,Formentera,2024-01-11 08:00:00,2024-01-11,08:00,3,1,2024,CONV,1200,320,0,1,45.30450578333875,1.0067667951853054,398,136,0.33166666666666667,0.425,0.053333426486236624,0.016796198849694438,3,22036.111613015964,503.0,900.0,151.0,220.0,603.65,159.72847849430386,176.55,43.63662754106802,7.5,0.5030416666666666
LevanteFerries,T0000119,DEN-FOR,Denia,Formentera,2024-01-11 12:00:00,2024-01-11,12:00,3,1,2024,FAST,900,220,0,1,54.48561855414296,0.9906476100753265,465,160,0.5166666666666667,0.7272727272727273,0.05985974041477947,0.0189637742836712,15,31002.316957307346,325.0,594.0,111.0,182.0,596.45,165.78441136799202,173.65,44.3375509140123,7.3,0.6627222222222223
LevanteFerries,T0000118,DEN-FOR,Denia,Formentera,2024-01-11 20:00:00,2024-01-11,20:00,3,1,2024,FAST,900,220,0,1,54.2882899269048,0.9870598168528146,498,116,0.5533333333333333,0.5272727272727272,0.044440107060844364,0.01916874294042792,7,31128.905444087213,429.0,628.0,135.0,178.0,588.15,168.10281158611807,170.95,43.38502652201323,6.85,0.6535
LevanteFerries,T0000131,DEN-FOR,Denia,Formentera,2024-01-12 08:00:00,2024-01-12,08:00,4,1,2024,FAST,900,220,0,1,58.398624527581106,1.0617931732287473,493,164,0.5477777777777778,0.7454545454545455,0.048935963528638764,0.027317281084973367,9,35015.81526673763,475.0,644.0,124.0,152.0,583.5,169.30181706986463,168.35,45.09554184990844,6.75,0.6483333333333333
LevanteFerries,T0000132,DEN-FOR,Denia,Formentera,2024-01-12 12:00:00,2024-01-12,12:00,4,1,2024,CONV,1200,320,0,1,49.34687161888072,1.0965971470862381,576,212,0.48,0.6625,0.08972211807258858,0.024231860728588715,14,35223.796961557055,428.0,728.0,127.0,208.0,571.5,166.63211922644064,166.95,44.75603458282412,7.1,0.47625
LevanteFerries,T0000129,DEN-FOR,Denia,Formentera,2024-01-12 17:00:00,2024-01-12,17:00,4,1,2024,FAST,900,220,0,1,57.26005636460184,1.0410919339018516,560,173,0.6222222222222222,0.7863636363636364,0.07334683027609248,0.02931769939782846,4,38504.524902376506,592.0,435.0,182.0,146.0,556.7,150.94408166428278,162.5,33.81295298363758,6.5,0.6185555555555556
LevanteFerries,T0000130,DEN-FOR,Denia,Formentera,2024-01-12 20:00:00,2024-01-12,20:00,4,1,2024,CONV,1200,320,0,1,46.6655124836498,1.0370113885255512,566,151,0.4716666666666667,0.471875,0.07665719064074657,0.028243588642228805,0,30992.900116016015,567.0,556.0,168.0,158.0,539.7,127.58365676560685,160.15,31.133456365510707,6.7,0.44975000000000004
LevanteFerries,T0000143,DEN-FOR,Denia,Formentera,2024-01-13 08:00:00,2024-01-13,08:00,5,1,2024,FAST,900,220,0,1,56.16843888800963,1.021244343418357,441,141,0.49,0.6409090909090909,0.08978519796612094,0.04466447602860652,7,29918.118973698332,398.0,503.0,136.0,151.0,523.0,95.85405573057382,156.7,27.796440514266557,6.55,0.5811111111111111
LevanteFerries,T0000144,DEN-FOR,Denia,Formentera,2024-01-13 12:00:00,2024-01-13,12:00,5,1,2024,CONV,1200,320,0,1,47.03560646073701,1.0452356991274891,621,202,0.5175,0.63125,0.07092874725519939,0.02577277007928553,8,35384.886740412454,465.0,325.0,160.0,111.0,515.35,95.99466816333822,154.65,27.340494355057825,6.55,0.42945833333333333
LevanteFerries,T0000146,DEN-FOR,Denia,Formentera,2024-01-13 17:00:00,2024-01-13,17:00,5,1,2024,CONV,1200,320,0,1,48.98827026463238,1.0886282281029418,589,213,0.49083333333333334,0.665625,0.0774183498298428,0.03181564457940863,21,35636.51720400683,498.0,429.0,116.0,135.0,515.0,95.57416519453113,155.85,28.901420471374053,6.15,0.42916666666666664
LevanteFerries,T0000145,DEN-FOR,Denia,Formentera,2024-01-13 20:00:00,2024-01-13,20:00,5,1,2024,FAST,900,220,0,1,58.88174676028472,1.0705772138233585,488,148,0.5422222222222223,0.6727272727272727,0.0610586665051575,0.025059539387062076,18,34398.716457358336,493.0,475.0,164.0,124.0,512.25,92.40578416618932,158.9,31.56930554560205,7.2,0.5691666666666667
LevanteFerries,T0000158,DEN-FOR,Denia,Formentera,2024-01-14 08:00:00,2024-01-14,08:00,6,1,2024,FAST,900,220,0,1,55.36540865784746,1.0066437937790447,483,146,0.5366666666666666,0.6636363636363637,0.07548045613095651,0.029290757663322196,10,31995.66966337005,576.0,428.0,212.0,127.0,500.25,77.25479034712919,155.9,29.436640254514195,8.1,0.5558333333333333
LevanteFerries,T0000160,DEN-FOR,Denia,Formentera,2024-01-14 12:00:00,2024-01-14,12:00,6,1,2024,CONV,1200,320,0,1,45.74988661043765,1.0166641468986144,643,174,0.5358333333333334,0.54375,0.0627070880395143,0.027941586966322103,11,34591.48926615191,560.0,592.0,173.0,182.0,502.65,75.85392818471942,155.9,29.436640254514195,8.6,0.418875
LevanteFerries,T0000159,DEN-FOR,Denia,Formentera,2024-01-14 17:00:00,2024-01-14,17:00,6,1,2024,FAST,900,220,0,1,57.305346743337424,1.0419153953334077,642,215,0.7133333333333334,0.9772727272727273,0.0990069022778228,0.03872339220548119,2,44798.45481660403,566.0,567.0,151.0,168.0,507.0,81.36855722736577,156.7,29.71283614162318,9.0,0.5633333333333334
LevanteFerries,T0000157,DEN-FOR,Denia,Formentera,2024-01-14 20:00:00,2024-01-14,20:00,6,1,2024,FAST,900,220,0,1,58.38445812816067,1.0615356023301938,539,175,0.5988888888888889,0.7954545454545454,0.05019266523764444,0.030982800110948935,5,38110.45504315688,441.0,398.0,141.0,136.0,513.95,86.76615578365582,159.9,32.39216929412028,9.1,0.5710555555555556
LevanteFerries,T0000169,DEN-FOR,Denia,Formentera,2024-01-15 12:00:00,2024-01-15,12:00,0,1,2024,CONV,1200,320,0,0,45.877836157530794,1.019507470167351,560,185,0.4666666666666667,0.578125,0.06305448480876467,0.025145413608654126,3,31208.398046160324,621.0,465.0,202.0,160.0,524.65,74.57759999525717,163.1,30.407582156948617,8.9,0.4372083333333333
LevanteFerries,T0000170,DEN-FOR,Denia,Formentera,2024-01-15 17:00:00,2024-01-15,17:00,0,1,2024,CONV,1200,320,0,0,45.03152967675465,1.0007006594834367,516,151,0.43,0.471875,0.06430105463704076,0.01754588705240074,4,27656.11395097887,589.0,498.0,213.0,116.0,531.2,71.42062211404945,165.6,30.02875814597524,8.35,0.4426666666666667
LevanteFerries,T0000171,DEN-FOR,Denia,Formentera,2024-01-15 20:00:00,2024-01-15,20:00,0,1,2024,CONV,1200,320,0,0,42.28096149693186,0.9395769221540413,396,133,0.33,0.415625,0.04090702672176052,0.016753124101825324,0,20398.449874194775,488.0,493.0,148.0,164.0,533.25,70.30226095039049,166.95,28.634677173701572,7.5,0.444375
LevanteFerries,T0000179,DEN-FOR,Denia,Formentera,2024-01-16 12:00:00,2024-01-16,12:00,1,1,2024,FAST,900,220,0,0,55.72433519849168,1.013169730881667,548,162,0.6088888888888889,0.7363636363636363,0.02451404470667729,0.031168910954630546,8,36404.70818517461,483.0,576.0,146.0,212.0,531.65,73.13093880517513,167.25,28.222564693782484,7.4,0.5907222222222221
LevanteFerries,T0000180,DEN-FOR,Denia,Formentera,2024-01-16 17:00:00,2024-01-16,17:00,1,1,2024,CONV,1200,320,0,0,44.8526540453922,0.99672564545316,601,183,0.5008333333333334,0.571875,0.0484340930787174,0.0059568241223781696,8,32291.668279980113,643.0,560.0,174.0,173.0,529.45,71.8708454176837,166.25,28.026068691769638,7.45,0.44120833333333337
LevanteFerries,T0000181,DEN-FOR,Denia,Formentera,2024-01-16 20:00:00,2024-01-16,20:00,1,1,2024,CONV,1200,320,0,0,44.492113659892325,0.9887136368864962,526,156,0.43833333333333335,0.4875,0.03384490039982336,0.013222261253665532,2,27914.352110216445,642.0,566.0,215.0,151.0,531.15,73.19568221375356,167.0,28.274965680094592,7.85,0.442625
LevanteFerries,T0000190,DEN-FOR,Denia,Formentera,2024-01-17 12:00:00,2024-01-17,12:00,2,1,2024,FAST,900,220,0,1,55.299168459471346,1.0054394265358426,528,149,0.5866666666666667,0.6772727272727272,0.0823664059357747,0.031448055224763544,17,34553.68541190067,539.0,441.0,175.0,141.0,537.55,66.20261960153256,168.0,27.462893626050956,7.8,0.5972777777777777
LevanteFerries,T0000189,DEN-FOR,Denia,Formentera,2024-01-17 17:00:00,2024-01-17,17:00,2,1,2024,FAST,900,220,0,1,56.64255896685978,1.0298647084883596,590,202,0.6555555555555556,0.9181818181818182,0.07042033280538815,0.023479416892469265,10,40856.27778279596,560.0,621.0,185.0,202.0,540.7,64.03214653182921,167.45,27.74028990855227,7.9,0.6007777777777779
LevanteFerries,T0000191,DEN-FOR,Denia,Formentera,2024-01-17 20:00:00,2024-01-17,20:00,2,1,2024,FAST,900,220,0,1,53.46716787423455,0.9721303249860827,431,123,0.47888888888888886,0.5590909090909091,0.04546805127313213,0.026658640280821648,11,27319.04942534014,516.0,589.0,151.0,213.0,545.3,64.10772184378389,171.75,25.953146041928797,8.05,0.6058888888888888
LevanteFerries,T0000201,DEN-FOR,Denia,Formentera,2024-01-18 12:00:00,2024-01-18,12:00,3,1,2024,FAST,900,220,0,0,51.52313262690601,0.9367842295801093,557,173,0.6188888888888889,0.7863636363636364,0.06996271266707144,0.01592642554481871,6,34492.16113708223,396.0,488.0,133.0,148.0,542.2,68.14195708804846,169.7,28.125845016545497,8.15,0.6024444444444444
LevanteFerries,T0000199,DEN-FOR,Denia,Formentera,2024-01-18 17:00:00,2024-01-18,17:00,3,1,2024,FAST,900,220,0,0,53.97280874810184,0.9813237954200335,550,153,0.6111111111111112,0.6954545454545454,0.034695778875795336,0.007272079552398369,8,35052.64064145474,548.0,483.0,162.0,146.0,541.25,67.77740269285506,167.75,26.333638683550554,7.75,0.6013888888888889
LevanteFerries,T0000200,DEN-FOR,Denia,Formentera,2024-01-18 20:00:00,2024-01-18,20:00,3,1,2024,CONV,1200,320,0,0,43.4050032582961,0.9645556279621356,540,159,0.45,0.496875,0.030630948876772316,0.02427602710212387,8,27924.608846224794,601.0,643.0,183.0,174.0,540.75,67.6686003526316,166.75,26.502978978538295,7.95,0.450625
LevanteFerries,T0000213,DEN-FOR,Denia,Formentera,2024-01-19 08:00:00,2024-01-19,08:00,4,1,2024,FAST,900,220,0,0,58.163375870283524,1.0575159249142458,539,195,0.5988888888888889,0.8863636363636364,0.023986093464326712,0.014615455936579575,15,38722.267485641256,526.0,642.0,156.0,215.0,539.45,67.40722669362891,167.15,26.31244452425707,8.35,0.599388888888889
LevanteFerries,T0000211,DEN-FOR,Denia,Formentera,2024-01-19 12:00:00,2024-01-19,12:00,4,1,2024,FAST,900,220,0,0,56.531932817344554,1.0278533239517191,641,197,0.7122222222222222,0.8954545454545455,0.01568629722537773,0.0,13,43475.88293317883,528.0,539.0,149.0,175.0,544.35,63.311489769567665,169.85,26.258382120362022,8.75,0.6048333333333333
LevanteFerries,T0000212,DEN-FOR,Denia,Formentera,2024-01-19 17:00:00,2024-01-19,17:00,4,1,2024,FAST,900,220,0,0,55.34798879620939,1.006327069021989,608,163,0.6755555555555556,0.740909090909091,0.037392434498580755,0.009892959641050473,9,39515.6966010537,590.0,560.0,202.0,185.0,545.35,64.72799361864003,169.6,25.958266100557815,9.0,0.6059444444444445
LevanteFerries,T0000214,DEN-FOR,Denia,Formentera,2024-01-19 20:00:00,2024-01-19,20:00,4,1,2024,FAST,900,220,0,0,57.20884419733121,1.0401608035878402,496,176,0.5511111111111111,0.8,0.04762118657798598,0.01636684122035841,4,34920.27849805097,431.0,516.0,123.0,151.0,546.3,65.5367313641343,167.1,23.883268752743838,8.4,0.607
LevanteFerries,T0000226,DEN-FOR,Denia,Formentera,2024-01-20 08:00:00,2024-01-20,08:00,5,1,2024,CONV,1200,320,0,0,45.479457491563856,1.0106546109236412,565,184,0.4708333333333333,0.575,0.03301347752712883,0.03162224585018502,0,31135.236598724616,557.0,396.0,173.0,133.0,546.7,65.18564582062986,168.5,23.522665441520115,7.7,0.4555833333333334
LevanteFerries,T0000227,DEN-FOR,Denia,Formentera,2024-01-20 12:00:00,2024-01-20,12:00,5,1,2024,FAST,900,220,0,0,56.89518217778701,1.0344578577779455,612,194,0.68,0.8818181818181818,0.01,0.016657782817516193,21,41994.33396542459,550.0,548.0,153.0,162.0,550.8,63.525875374568685,170.4,23.141214088152,7.2,0.612
LevanteFerries,T0000228,DEN-FOR,Denia,Formentera,2024-01-20 17:00:00,2024-01-20,17:00,5,1,2024,FAST,900,220,0,0,59.52567683333976,1.0822850333334502,735,220,0.8166666666666667,1.0,0.03128559717202775,0.0,11,52263.54425967231,540.0,601.0,159.0,183.0,549.25,61.50385097057334,171.4,23.72961729236495,7.7,0.6102777777777778
LevanteFerries,T0000225,DEN-FOR,Denia,Formentera,2024-01-20 20:00:00,2024-01-20,20:00,5,1,2024,FAST,900,220,0,0,58.179569149175876,1.0578103481668342,621,191,0.69,0.8681818181818182,0.05309584900139115,0.011256320632470094,0,43352.5059515084,539.0,526.0,195.0,156.0,553.9,71.57616480659622,171.65,24.234110366653823,8.15,0.6154444444444445
LevanteFerries,T0000239,DEN-FOR,Denia,Formentera,2024-01-21 08:00:00,2024-01-21,08:00,6,1,2024,FAST,900,220,0,0,57.736305427115866,1.049751007765743,456,146,0.5066666666666667,0.6636363636363637,0.035488531227298975,0.0020348670121915872,3,31806.930659798127,641.0,528.0,197.0,149.0,558.0,73.01189520965221,172.45,24.61166817845382,7.9,0.62
LevanteFerries,T0000241,DEN-FOR,Denia,Formentera,2024-01-21 12:00:00,2024-01-21,12:00,6,1,2024,FAST,900,220,0,0,54.4220131583866,0.9894911483343017,644,210,0.7155555555555555,0.9545454545454546,0.03999155354315562,0.015277854686182932,13,42476.381270120735,608.0,590.0,163.0,202.0,552.8,76.48295303702079,170.5,25.105042479444986,7.9,0.6142222222222222
LevanteFerries,T0000242,DEN-FOR,Denia,Formentera,2024-01-21 17:00:00,2024-01-21,17:00,6,1,2024,CONV,1200,320,0,0,47.63811695074609,1.0586248211276907,531,165,0.4425,0.515625,0.04255265414787898,0.01176511047379288,11,30405.02814381369,496.0,431.0,176.0,123.0,559.2,78.56850848982538,173.45,26.138245823636336,8.35,0.466
LevanteFerries,T0000240,DEN-FOR,Denia,Formentera,2024-01-21 20:00:00,2024-01-21,20:00,6,1,2024,FAST,900,220,0,0,56.773785755451065,1.0322506500991102,597,178,0.6633333333333333,0.8090909090909091,0.039404405764795335,0.018097182234787977,3,40462.67710790997,565.0,557.0,184.0,173.0,565.95,69.02972281256042,175.05,24.457212906582278,8.9,0.6288333333333334
LevanteFerries,T0000253,DEN-FOR,Denia,Formentera,2024-01-22 08:00:00,2024-01-22,08:00,0,1,2024,FAST,900,220,0,0,54.040370008435346,0.9825521819715517,443,117,0.4922222222222222,0.5318181818181819,0.046795281344682575,0.011850207326947455,0,28049.654052878366,612.0,550.0,194.0,153.0,568.4,69.22837872615978,175.85,24.268834248671148,8.65,0.6315555555555555
LevanteFerries,T0000251,DEN-FOR,Denia,Formentera,2024-01-22 12:00:00,2024-01-22,12:00,0,1,2024,FAST,900,220,0,0,57.346475477373865,1.0426631904977066,561,167,0.6233333333333333,0.759090909090909,0.04152171145975074,0.0009447486443673065,8,38396.332655875674,735.0,540.0,220.0,159.0,560.5,74.15240351713756,172.55,27.51549802527564,8.25,0.6227777777777778
LevanteFerries,T0000252,DEN-FOR,Denia,Formentera,2024-01-22 20:00:00,2024-01-22,20:00,0,1,2024,CONV,1200,320,0,0,42.89237605504501,0.9531639123343336,515,169,0.42916666666666664,0.528125,0.055367690131400346,0.009517740967993826,0,26801.301177994876,621.0,539.0,191.0,195.0,562.25,73.70701244936267,173.1,27.27617043655892,8.55,0.4685416666666667
LevanteFerries,T0000262,DEN-FOR,Denia,Formentera,2024-01-23 08:00:00,2024-01-23,08:00,1,1,2024,FAST,900,220,0,0,54.610385348566325,0.9929160972466604,442,128,0.4911111111111111,0.5818181818181818,0.04727640802745669,0.016668718623861975,5,28681.374385067033,456.0,641.0,146.0,197.0,561.6,74.08132089307759,174.1,26.706789990168183,7.7,0.624
LevanteFerries,T0000263,DEN-FOR,Denia,Formentera,2024-01-23 17:00:00,2024-01-23,17:00,1,1,2024,FAST,900,220,0,0,54.6108734977066,0.9929249726855746,594,180,0.66,0.8181818181818182,0.04157035044832189,0.026876106780795953,0,38828.33105686939,644.0,608.0,210.0,163.0,554.2,78.36325669597949,170.4,27.743941965580056,7.45,0.6157777777777779
LevanteFerries,T0000261,DEN-FOR,Denia,Formentera,2024-01-23 20:00:00,2024-01-23,20:00,1,1,2024,FAST,900,220,0,0,56.49830369180468,1.0272418853055396,449,123,0.4988888888888889,0.5590909090909091,0.03570450796202237,0.010897638520171088,7,29884.77773778008,531.0,496.0,165.0,176.0,562.35,73.18058054170538,173.25,25.45145017065774,6.9,0.6248333333333334
LevanteFerries,T0000272,DEN-FOR,Denia,Formentera,2024-01-24 08:00:00,2024-01-24,08:00,2,1,2024,FAST,900,220,0,0,55.48607819022133,1.0088377852767514,409,139,0.45444444444444443,0.6318181818181818,0.04990056237685502,0.02841511413714787,0,27706.97314428702,597.0,565.0,178.0,184.0,556.95,77.45591275721051,170.75,27.822510764903267,6.95,0.6188333333333333
LevanteFerries,T0000273,DEN-FOR,Denia,Formentera,2024-01-24 17:00:00,2024-01-24,17:00,2,1,2024,FAST,900,220,0,0,56.089730234804925,1.0198132769964532,494,162,0.5488888888888889,0.7363636363636363,0.04153384989471124,0.00713930065625009,12,33614.575329718595,443.0,612.0,117.0,194.0,549.9,84.24144498185885,170.05,28.461377338421276,6.55,0.611
LevanteFerries,T0000271,DEN-FOR,Denia,Formentera,2024-01-24 20:00:00,2024-01-24,20:00,2,1,2024,CONV,1200,320,0,0,45.89030368924006,1.019784526427557,476,143,0.39666666666666667,0.446875,0.04170622230229215,0.020157855716440357,2,26109.288283993134,561.0,735.0,167.0,220.0,547.6,85.14903343395517,170.2,28.40793069401201,6.75,0.45633333333333337
LevanteFerries,T0000283,DEN-FOR,Denia,Formentera,2024-01-25 08:00:00,2024-01-25,08:00,3,1,2024,FAST,900,220,0,0,55.0729580547853,1.0013265100870055,480,137,0.5333333333333333,0.6227272727272727,0.04101506887094064,0.014803875505729792,7,31339.266781075577,515.0,621.0,169.0,191.0,544.45,86.63624803558947,167.6,28.39829498217696,6.1,0.6049444444444445
LevanteFerries,T0000282,DEN-FOR,Denia,Formentera,2024-01-25 12:00:00,2024-01-25,12:00,3,1,2024,FAST,900,220,0,0,55.80748349924838,1.0146815181681523,536,163,0.5955555555555555,0.740909090909091,0.040940474548550716,0.01575273926037544,7,35825.61403234249,442.0,456.0,128.0,146.0,536.4,84.64999145086519,164.6,28.29803787135111,5.8,0.596
LevanteFerries,T0000281,DEN-FOR,Denia,Formentera,2024-01-25 20:00:00,2024-01-25,20:00,3,1,2024,CONV,1200,320,0,0,43.586162352381855,0.9685813856084857,575,165,0.4791666666666667,0.515625,0.04317079712572401,0.017733184524377176,9,29736.65926491252,594.0,644.0,180.0,210.0,532.8,82.95883570212762,164.6,28.29803787135111,5.7,0.44399999999999995
LevanteFerries,T0000294,DEN-FOR,Denia,Formentera,2024-01-26 08:00:00,2024-01-26,08:00,4,1,2024,FAST,900,220,0,0,57.24004256898904,1.0407280467088917,580,173,0.6444444444444445,0.7863636363636364,0.046564835103014596,0.01927591441487598,2,39635.86747689646,449.0,531.0,123.0,165.0,536.75,82.99516472916372,164.05,28.17142075523387,5.95,0.5963888888888889
LevanteFerries,T0000295,DEN-FOR,Denia,Formentera,2024-01-26 12:00:00,2024-01-26,12:00,4,1,2024,CONV,1200,320,0,0,49.08096556507117,1.0906881236682482,662,243,0.5516666666666666,0.759375,0.027003757920108416,0.015097287465327578,6,40243.9377150801,409.0,597.0,139.0,178.0,537.5,83.33098242297949,163.5,27.86716611656847,6.05,0.4479166666666667
LevanteFerries,T0000296,DEN-FOR,Denia,Formentera,2024-01-26 17:00:00,2024-01-26,17:00,4,1,2024,FAST,900,220,0,0,55.17626382940217,1.0032047968982212,595,187,0.6611111111111111,0.85,0.028474665106781313,0.015601954365233374,0,39536.55184695813,494.0,443.0,162.0,117.0,540.0,86.377994273639,165.95,32.46451504091977,5.3,0.6
LevanteFerries,T0000293,DEN-FOR,Denia,Formentera,2024-01-26 20:00:00,2024-01-26,20:00,4,1,2024,FAST,900,220,0,0,57.37725407030152,1.0432228012782094,579,166,0.6433333333333333,0.7545454545454545,0.0319069722711829,0.013761985644990427,6,39412.43582089012,476.0,561.0,143.0,167.0,533.0,74.61550565539643,164.3,30.342084721771485,4.75,0.5922222222222222
LevanteFerries,T0000310,DEN-FOR,Denia,Formentera,2024-01-27 08:00:00,2024-01-27,08:00,5,1,2024,FAST,900,220,0,0,57.770298693698805,1.05036906715816,662,157,0.7355555555555555,0.7136363636363636,0.04775054227972699,0.0,17,44139.39671692057,480.0,515.0,137.0,169.0,530.9,72.57148925460707,163.05,29.692237156678207,5.05,0.5898888888888889
LevanteFerries,T0000307,DEN-FOR,Denia,Formentera,2024-01-27 12:00:00,2024-01-27,12:00,5,1,2024,FAST,900,220,0,0,52.96366468642024,0.9629757215712771,634,189,0.7044444444444444,0.8590909090909091,0.04554037089549857,0.011547447081458623,21,40085.54961791716,536.0,442.0,163.0,128.0,541.2,75.92281399033162,163.6,29.460767846498232,5.75,0.6013333333333334
LevanteFerries,T0000308,DEN-FOR,Denia,Formentera,2024-01-27 17:00:00,2024-01-27,17:00,5,1,2024,FAST,900,220,0,0,58.202910865054676,1.0582347430009942,812,220,0.9022222222222223,1.0,0.04418862330900344,0.02458149242332494,6,55583.77987612721,575.0,594.0,165.0,180.0,540.7,75.24003693443208,162.55,28.06097683710659,6.15,0.6007777777777779
